,time,gait,participant_id,label,group
0,30.957,0.98,old_3,old_general,1
1,31.937,0.997,old_3,old_general,1
2,32.933,0.967,old_3,old_general,1
3,33.9,0.973,old_3,old_general,1
4,34.873,0.983,old_3,old_general,1
5,35.857,0.983,old_3,old_general,1
6,36.84,0.99,old_3,old_general,1
7,37.83,0.973,old_3,old_general,1
8,38.803,0.993,old_3,old_general,1
9,39.797,1.017,old_3,old_general,1
10,40.813,1.013,old_3,old_general,1
11,41.827,1.05,old_3,old_general,1
12,42.877,1.05,old_3,old_general,1
13,43.927,1.06,old_3,old_general,1
14,44.987,1.08,old_3,old_general,1
15,46.067,1.047,old_3,old_general,1
16,47.113,0.993,old_3,old_general,1
17,48.107,1.023,old_3,old_general,1
18,49.13,1.047,old_3,old_general,1
19,50.177,1.053,old_3,old_general,1
20,51.23,1.073,old_3,old_general,2
21,52.303,1.0,old_3,old_general,2
22,53.303,0.993,old_3,old_general,2
23,54.297,1.003,old_3,old_general,2
24,55.3,1.0,old_3,old_general,2
25,56.3,0.977,old_3,old_general,2
26,57.277,0.98,old_3,old_general,2
27,58.257,0.987,old_3,old_general,2
28,59.243,0.997,old_3,old_general,2
29,60.24,0.957,old_3,old_general,2
30,61.197,0.997,old_3,old_general,2
31,62.193,0.997,old_3,old_general,2
32,63.19,0.987,old_3,old_general,2
33,64.177,0.96,old_3,old_general,2
34,65.137,1.0,old_3,old_general,2
35,66.137,0.977,old_3,old_general,2
36,67.113,1.003,old_3,old_general,2
37,68.117,0.967,old_3,old_general,2
38,69.083,0.973,old_3,old_general,2
39,70.057,0.98,old_3,old_general,2
40,71.037,0.97,old_3,old_general,3
41,72.007,0.973,old_3,old_general,3
42,72.98,0.97,old_3,old_general,3
43,73.95,0.98,old_3,old_general,3
44,74.93,0.97,old_3,old_general,3
45,75.9,1.01,old_3,old_general,3
46,76.91,0.99,old_3,old_general,3
47,77.9,1.033,old_3,old_general,3
48,78.933,0.993,old_3,old_general,3
49,79.927,1.0,old_3,old_general,3
50,80.927,1.023,old_3,old_general,3
51,81.95,1.03,old_3,old_general,3
52,82.98,0.973,old_3,old_general,3
53,83.953,0.983,old_3,old_general,3
54,84.937,0.947,old_3,old_general,3
55,85.883,0.983,old_3,old_general,3
56,86.867,0.99,old_3,old_general,3
57,87.857,0.977,old_3,old_general,3
58,88.833,0.963,old_3,old_general,3
59,89.797,0.963,old_3,old_general,3
60,90.76,0.977,old_3,old_general,4
61,91.737,0.977,old_3,old_general,4
62,92.713,1.003,old_3,old_general,4
63,93.717,0.967,old_3,old_general,4
64,94.683,1.007,old_3,old_general,4
65,95.69,0.98,old_3,old_general,4
66,96.67,0.997,old_3,old_general,4
67,97.667,0.987,old_3,old_general,4
68,98.653,0.997,old_3,old_general,4
69,99.65,0.973,old_3,old_general,4
70,100.623,0.98,old_3,old_general,4
71,101.603,0.947,old_3,old_general,4
72,102.55,0.97,old_3,old_general,4
73,103.52,0.987,old_3,old_general,4
74,104.507,0.98,old_3,old_general,4
75,105.487,1.01,old_3,old_general,4
76,106.497,0.953,old_3,old_general,4
77,107.45,0.97,old_3,old_general,4
78,108.42,0.967,old_3,old_general,4
79,109.387,0.963,old_3,old_general,4
80,110.35,0.98,old_3,old_general,5
81,111.33,0.973,old_3,old_general,5
82,112.303,0.967,old_3,old_general,5
83,113.27,0.963,old_3,old_general,5
84,114.233,0.96,old_3,old_general,5
85,115.193,0.983,old_3,old_general,5
86,116.177,0.957,old_3,old_general,5
87,117.133,0.97,old_3,old_general,5
88,118.103,0.963,old_3,old_general,5
89,119.067,1.007,old_3,old_general,5
90,120.073,0.97,old_3,old_general,5
91,121.043,0.967,old_3,old_general,5
92,122.01,0.967,old_3,old_general,5
93,122.977,0.993,old_3,old_general,5
94,123.97,1.007,old_3,old_general,5
95,124.977,0.973,old_3,old_general,5
96,125.95,0.97,old_3,old_general,5
97,126.92,0.973,old_3,old_general,5
98,127.893,0.983,old_3,old_general,5
99,128.877,0.99,old_3,old_general,5
100,129.867,0.99,old_3,old_general,6
101,130.857,0.957,old_3,old_general,6
102,131.813,0.99,old_3,old_general,6
103,132.803,0.993,old_3,old_general,6
104,133.797,0.967,old_3,old_general,6
105,134.763,1.017,old_3,old_general,6
106,135.78,1.013,old_3,old_general,6
107,136.793,0.973,old_3,old_general,6
108,137.767,0.953,old_3,old_general,6
109,138.72,0.963,old_3,old_general,6
110,139.683,0.993,old_3,old_general,6
111,140.677,0.983,old_3,old_general,6
112,141.66,0.983,old_3,old_general,6
113,142.643,1.01,old_3,old_general,6
114,143.653,0.977,old_3,old_general,6
115,144.63,0.977,old_3,old_general,6
116,145.607,1.017,old_3,old_general,6
117,146.623,0.993,old_3,old_general,6
118,147.617,0.99,old_3,old_general,6
119,148.607,1.003,old_3,old_general,6
120,149.61,0.957,old_3,old_general,7
121,150.567,0.987,old_3,old_general,7
122,151.553,0.99,old_3,old_general,7
123,152.543,0.97,old_3,old_general,7
124,153.513,0.97,old_3,old_general,7
125,154.483,0.98,old_3,old_general,7
126,155.463,0.99,old_3,old_general,7
127,156.453,0.937,old_3,old_general,7
128,157.39,0.967,old_3,old_general,7
129,158.357,0.97,old_3,old_general,7
130,159.327,0.983,old_3,old_general,7
131,160.31,0.973,old_3,old_general,7
132,161.283,0.98,old_3,old_general,7
133,162.263,0.983,old_3,old_general,7
134,163.247,0.967,old_3,old_general,7
135,164.213,0.95,old_3,old_general,7
136,165.163,0.953,old_3,old_general,7
137,166.117,0.973,old_3,old_general,7
138,167.09,0.95,old_3,old_general,7
139,168.04,0.977,old_3,old_general,7
140,169.017,0.973,old_3,old_general,8
141,169.99,0.977,old_3,old_general,8
142,170.967,0.98,old_3,old_general,8
143,171.947,0.973,old_3,old_general,8
144,172.92,1.003,old_3,old_general,8
145,173.923,1.0,old_3,old_general,8
146,174.923,0.99,old_3,old_general,8
147,175.913,0.963,old_3,old_general,8
148,176.877,0.963,old_3,old_general,8
149,177.84,0.973,old_3,old_general,8
150,178.813,1.013,old_3,old_general,8
151,179.827,0.99,old_3,old_general,8
152,180.817,0.963,old_3,old_general,8
153,181.78,0.963,old_3,old_general,8
154,182.743,0.967,old_3,old_general,8
155,183.71,0.96,old_3,old_general,8
156,184.67,0.95,old_3,old_general,8
157,185.62,0.97,old_3,old_general,8
158,186.59,0.957,old_3,old_general,8
159,187.547,0.96,old_3,old_general,8
160,188.507,0.943,old_3,old_general,9
161,189.45,0.943,old_3,old_general,9
162,190.393,0.957,old_3,old_general,9
163,191.35,0.98,old_3,old_general,9
164,192.33,0.967,old_3,old_general,9
165,193.297,0.95,old_3,old_general,9
166,194.247,0.963,old_3,old_general,9
167,195.21,0.96,old_3,old_general,9
168,196.17,0.933,old_3,old_general,9
169,197.103,0.97,old_3,old_general,9
170,198.073,0.963,old_3,old_general,9
171,199.037,0.94,old_3,old_general,9
172,199.977,0.937,old_3,old_general,9
173,200.913,0.94,old_3,old_general,9
174,201.853,0.937,old_3,old_general,9
175,202.79,0.937,old_3,old_general,9
176,203.727,0.987,old_3,old_general,9
177,204.713,0.957,old_3,old_general,9
178,205.67,0.983,old_3,old_general,9
179,206.653,0.973,old_3,old_general,9
180,207.627,0.983,old_3,old_general,10
181,208.61,0.983,old_3,old_general,10
182,209.593,0.967,old_3,old_general,10
183,210.56,0.937,old_3,old_general,10
184,211.497,0.97,old_3,old_general,10
185,212.467,0.96,old_3,old_general,10
186,213.427,0.957,old_3,old_general,10
187,214.383,0.963,old_3,old_general,10
188,215.347,0.943,old_3,old_general,10
189,216.29,0.98,old_3,old_general,10
190,217.27,0.947,old_3,old_general,10
191,218.217,0.93,old_3,old_general,10
192,219.147,0.963,old_3,old_general,10
193,220.11,0.96,old_3,old_general,10
194,221.07,0.977,old_3,old_general,10
195,222.047,0.967,old_3,old_general,10
196,223.013,0.963,old_3,old_general,10
197,223.977,0.95,old_3,old_general,10
198,224.927,0.95,old_3,old_general,10
199,225.877,0.957,old_3,old_general,10
200,226.833,0.92,old_3,old_general,11
201,227.753,0.953,old_3,old_general,11
202,228.707,0.957,old_3,old_general,11
203,229.663,0.967,old_3,old_general,11
204,230.63,0.97,old_3,old_general,11
205,231.6,0.983,old_3,old_general,11
206,232.583,0.95,old_3,old_general,11
207,233.533,0.95,old_3,old_general,11
208,234.483,0.94,old_3,old_general,11
209,235.423,0.967,old_3,old_general,11
210,236.39,0.957,old_3,old_general,11
211,237.347,0.937,old_3,old_general,11
212,238.283,0.937,old_3,old_general,11
213,239.22,0.917,old_3,old_general,11
214,240.137,0.957,old_3,old_general,11
215,241.093,0.99,old_3,old_general,11
216,242.083,0.943,old_3,old_general,11
217,243.027,0.96,old_3,old_general,11
218,243.987,0.977,old_3,old_general,11
219,244.963,0.96,old_3,old_general,11
220,245.923,0.987,old_3,old_general,12
221,246.91,1.003,old_3,old_general,12
222,247.913,0.923,old_3,old_general,12
223,248.837,0.957,old_3,old_general,12
224,249.793,0.967,old_3,old_general,12
225,250.76,0.953,old_3,old_general,12
226,251.713,0.95,old_3,old_general,12
227,252.663,0.953,old_3,old_general,12
228,253.617,0.95,old_3,old_general,12
229,254.567,0.977,old_3,old_general,12
230,255.543,0.943,old_3,old_general,12
231,256.487,0.957,old_3,old_general,12
232,257.443,0.97,old_3,old_general,12
233,258.413,0.963,old_3,old_general,12
234,259.377,0.953,old_3,old_general,12
235,260.33,0.96,old_3,old_general,12
236,261.29,0.967,old_3,old_general,12
237,262.257,0.973,old_3,old_general,12
238,263.23,0.973,old_3,old_general,12
239,264.203,0.963,old_3,old_general,12
240,265.167,0.977,old_3,old_general,13
241,266.143,0.957,old_3,old_general,13
242,267.1,0.957,old_3,old_general,13
243,268.057,0.97,old_3,old_general,13
244,269.027,0.973,old_3,old_general,13
245,270.0,0.96,old_3,old_general,13
246,270.96,0.98,old_3,old_general,13
247,271.94,0.973,old_3,old_general,13
248,272.913,0.96,old_3,old_general,13
249,273.873,0.957,old_3,old_general,13
250,274.83,0.95,old_3,old_general,13
251,275.78,0.95,old_3,old_general,13
252,276.73,0.953,old_3,old_general,13
253,277.683,0.973,old_3,old_general,13
254,278.657,0.923,old_3,old_general,13
255,279.58,0.947,old_3,old_general,13
256,280.527,0.963,old_3,old_general,13
257,281.49,0.94,old_3,old_general,13
258,282.43,0.947,old_3,old_general,13
259,283.377,0.94,old_3,old_general,13
260,284.317,0.963,old_3,old_general,14
261,285.28,0.933,old_3,old_general,14
262,286.213,0.92,old_3,old_general,14
263,287.133,0.957,old_3,old_general,14
264,288.09,0.967,old_3,old_general,14
265,289.057,0.953,old_3,old_general,14
266,290.01,0.957,old_3,old_general,14
267,290.967,0.94,old_3,old_general,14
268,291.907,0.943,old_3,old_general,14
269,292.85,0.96,old_3,old_general,14
270,293.81,0.957,old_3,old_general,14
271,294.767,0.95,old_3,old_general,14
272,295.717,0.947,old_3,old_general,14
273,296.663,0.94,old_3,old_general,14
274,297.603,0.94,old_3,old_general,14
275,298.543,0.92,old_3,old_general,14
276,299.463,0.96,old_3,old_general,14
277,300.423,0.973,old_3,old_general,14
278,301.397,0.947,old_3,old_general,14
279,302.343,0.923,old_3,old_general,14
280,303.267,0.947,old_3,old_general,15
281,304.213,0.927,old_3,old_general,15
282,305.14,0.93,old_3,old_general,15
283,306.07,0.963,old_3,old_general,15
284,307.033,0.917,old_3,old_general,15
285,307.95,0.937,old_3,old_general,15
286,308.887,0.933,old_3,old_general,15
287,309.82,0.943,old_3,old_general,15
288,310.763,0.98,old_3,old_general,15
289,311.743,0.94,old_3,old_general,15
290,312.683,0.93,old_3,old_general,15
291,313.613,0.94,old_3,old_general,15
292,314.553,0.95,old_3,old_general,15
293,315.503,0.957,old_3,old_general,15
294,316.46,0.927,old_3,old_general,15
295,317.387,0.96,old_3,old_general,15
296,318.347,0.91,old_3,old_general,15
297,319.257,0.933,old_3,old_general,15
298,320.19,0.927,old_3,old_general,15
299,321.117,0.94,old_3,old_general,15
300,322.057,0.917,old_3,old_general,16
301,322.973,0.983,old_3,old_general,16
302,323.957,0.98,old_3,old_general,16
303,324.937,0.973,old_3,old_general,16
304,325.91,0.95,old_3,old_general,16
305,326.86,0.913,old_3,old_general,16
306,327.773,0.963,old_3,old_general,16
307,328.737,0.927,old_3,old_general,16
308,329.663,0.907,old_3,old_general,16
309,330.57,0.917,old_3,old_general,16
310,331.487,0.93,old_3,old_general,16
311,332.417,0.923,old_3,old_general,16
312,333.34,0.94,old_3,old_general,16
313,334.28,0.96,old_3,old_general,16
314,335.24,0.937,old_3,old_general,16
315,336.177,0.94,old_3,old_general,16
316,337.117,0.943,old_3,old_general,16
317,338.06,0.963,old_3,old_general,16
318,339.023,0.933,old_3,old_general,16
319,339.957,0.96,old_3,old_general,16
