,time,gait,participant_id,label,group
0,30.907,1.093,young_5,young_general,1
1,32.0,1.08,young_5,young_general,1
2,33.08,1.077,young_5,young_general,1
3,34.157,1.09,young_5,young_general,1
4,35.247,1.103,young_5,young_general,1
5,36.35,1.12,young_5,young_general,1
6,37.47,1.173,young_5,young_general,1
7,38.643,1.167,young_5,young_general,1
8,39.81,1.167,young_5,young_general,1
9,40.977,1.153,young_5,young_general,1
10,42.13,1.15,young_5,young_general,1
11,43.28,1.153,young_5,young_general,1
12,44.433,1.183,young_5,young_general,1
13,45.617,1.14,young_5,young_general,1
14,46.757,1.123,young_5,young_general,1
15,47.88,1.117,young_5,young_general,1
16,48.997,1.133,young_5,young_general,1
17,50.13,1.107,young_5,young_general,1
18,51.237,1.14,young_5,young_general,1
19,52.377,1.11,young_5,young_general,1
20,53.487,1.107,young_5,young_general,2
21,54.593,1.137,young_5,young_general,2
22,55.73,1.127,young_5,young_general,2
23,56.857,1.127,young_5,young_general,2
24,57.983,1.12,young_5,young_general,2
25,59.103,1.137,young_5,young_general,2
26,60.24,1.137,young_5,young_general,2
27,61.377,1.113,young_5,young_general,2
28,62.49,1.137,young_5,young_general,2
29,63.627,1.11,young_5,young_general,2
30,64.737,1.133,young_5,young_general,2
31,65.87,1.13,young_5,young_general,2
32,67.0,1.14,young_5,young_general,2
33,68.14,1.13,young_5,young_general,2
34,69.27,1.153,young_5,young_general,2
35,70.423,1.147,young_5,young_general,2
36,71.57,1.157,young_5,young_general,2
37,72.727,1.137,young_5,young_general,2
38,73.863,1.177,young_5,young_general,2
39,75.04,1.197,young_5,young_general,2
40,76.237,1.177,young_5,young_general,3
41,77.413,1.173,young_5,young_general,3
42,78.587,1.143,young_5,young_general,3
43,79.73,1.127,young_5,young_general,3
44,80.857,1.16,young_5,young_general,3
45,82.017,1.123,young_5,young_general,3
46,83.14,1.137,young_5,young_general,3
47,84.277,1.14,young_5,young_general,3
48,85.417,1.16,young_5,young_general,3
49,86.577,1.137,young_5,young_general,3
50,87.713,1.18,young_5,young_general,3
51,88.893,1.17,young_5,young_general,3
52,90.063,1.113,young_5,young_general,3
53,91.177,1.12,young_5,young_general,3
54,92.297,1.137,young_5,young_general,3
55,93.433,1.123,young_5,young_general,3
56,94.557,1.127,young_5,young_general,3
57,95.683,1.12,young_5,young_general,3
58,96.803,1.113,young_5,young_general,3
59,97.917,1.103,young_5,young_general,3
60,99.02,1.107,young_5,young_general,4
61,100.127,1.093,young_5,young_general,4
62,101.22,1.14,young_5,young_general,4
63,102.36,1.117,young_5,young_general,4
64,103.477,1.147,young_5,young_general,4
65,104.623,1.11,young_5,young_general,4
66,105.733,1.12,young_5,young_general,4
67,106.853,1.13,young_5,young_general,4
68,107.983,1.127,young_5,young_general,4
69,109.11,1.12,young_5,young_general,4
70,110.23,1.13,young_5,young_general,4
71,111.36,1.157,young_5,young_general,4
72,112.517,1.16,young_5,young_general,4
73,113.677,1.153,young_5,young_general,4
74,114.83,1.127,young_5,young_general,4
75,115.957,1.137,young_5,young_general,4
76,117.093,1.127,young_5,young_general,4
77,118.22,1.103,young_5,young_general,4
78,119.323,1.107,young_5,young_general,4
79,120.43,1.113,young_5,young_general,4
80,121.543,1.143,young_5,young_general,5
81,122.687,1.117,young_5,young_general,5
82,123.803,1.127,young_5,young_general,5
83,124.93,1.147,young_5,young_general,5
84,126.077,1.14,young_5,young_general,5
85,127.217,1.15,young_5,young_general,5
86,128.367,1.11,young_5,young_general,5
87,129.477,1.147,young_5,young_general,5
88,130.623,1.143,young_5,young_general,5
89,131.767,1.117,young_5,young_general,5
90,132.883,1.1,young_5,young_general,5
91,133.983,1.107,young_5,young_general,5
92,135.09,1.117,young_5,young_general,5
93,136.207,1.113,young_5,young_general,5
94,137.32,1.103,young_5,young_general,5
95,138.423,1.097,young_5,young_general,5
96,139.52,1.143,young_5,young_general,5
97,140.663,1.127,young_5,young_general,5
98,141.79,1.127,young_5,young_general,5
99,142.917,1.133,young_5,young_general,5
100,144.05,1.113,young_5,young_general,6
101,145.163,1.103,young_5,young_general,6
102,146.267,1.127,young_5,young_general,6
103,147.393,1.137,young_5,young_general,6
104,148.53,1.113,young_5,young_general,6
105,149.643,1.13,young_5,young_general,6
106,150.773,1.11,young_5,young_general,6
107,151.883,1.14,young_5,young_general,6
108,153.023,1.113,young_5,young_general,6
109,154.137,1.143,young_5,young_general,6
110,155.28,1.13,young_5,young_general,6
111,156.41,1.107,young_5,young_general,6
112,157.517,1.147,young_5,young_general,6
113,158.663,1.137,young_5,young_general,6
114,159.8,1.143,young_5,young_general,6
115,160.943,1.12,young_5,young_general,6
116,162.063,1.127,young_5,young_general,6
117,163.19,1.153,young_5,young_general,6
118,164.343,1.183,young_5,young_general,6
119,165.527,1.133,young_5,young_general,6
120,166.66,1.12,young_5,young_general,7
121,167.78,1.15,young_5,young_general,7
122,168.93,1.14,young_5,young_general,7
123,170.07,1.183,young_5,young_general,7
124,171.253,1.187,young_5,young_general,7
125,172.44,1.15,young_5,young_general,7
126,173.59,1.113,young_5,young_general,7
127,174.703,1.137,young_5,young_general,7
128,175.84,1.1,young_5,young_general,7
129,176.94,1.11,young_5,young_general,7
130,178.05,1.107,young_5,young_general,7
131,179.157,1.09,young_5,young_general,7
132,180.247,1.093,young_5,young_general,7
133,181.34,1.097,young_5,young_general,7
