,time,gait,participant_id,label,group
0,30.797,1.023,old_1,old_general,1
1,31.82,1.03,old_1,old_general,1
2,32.85,1.017,old_1,old_general,1
3,33.867,1.027,old_1,old_general,1
4,34.893,1.043,old_1,old_general,1
5,35.937,1.027,old_1,old_general,1
6,36.963,1.007,old_1,old_general,1
7,37.97,1.047,old_1,old_general,1
8,39.017,1.033,old_1,old_general,1
9,40.05,1.043,old_1,old_general,1
10,41.093,1.017,old_1,old_general,1
11,42.11,1.023,old_1,old_general,1
12,43.133,1.027,old_1,old_general,1
13,44.16,1.037,old_1,old_general,1
14,45.197,1.003,old_1,old_general,1
15,46.2,1.007,old_1,old_general,1
16,47.207,1.037,old_1,old_general,1
17,48.243,1.02,old_1,old_general,1
18,49.263,1.007,old_1,old_general,1
19,50.27,1.067,old_1,old_general,1
20,51.337,1.023,old_1,old_general,1
21,52.36,1.023,old_1,old_general,1
22,53.383,1.017,old_1,old_general,1
23,54.4,1.023,old_1,old_general,1
24,55.423,1.03,old_1,old_general,1
25,56.453,1.017,old_1,old_general,1
26,57.47,1.02,old_1,old_general,1
27,58.49,1.01,old_1,old_general,1
28,59.5,1.017,old_1,old_general,1
29,60.517,1.023,old_1,old_general,1
30,61.54,1.007,old_1,old_general,2
31,62.547,1.047,old_1,old_general,2
32,63.593,1.05,old_1,old_general,2
33,64.643,1.037,old_1,old_general,2
34,65.68,1.037,old_1,old_general,2
35,66.717,1.057,old_1,old_general,2
36,67.773,1.03,old_1,old_general,2
37,68.803,1.033,old_1,old_general,2
38,69.837,1.033,old_1,old_general,2
39,70.87,1.017,old_1,old_general,2
40,71.887,1.007,old_1,old_general,2
41,72.893,1.02,old_1,old_general,2
42,73.913,1.047,old_1,old_general,2
43,74.96,1.02,old_1,old_general,2
44,75.98,1.033,old_1,old_general,2
45,77.013,1.047,old_1,old_general,2
46,78.06,1.013,old_1,old_general,2
47,79.073,1.03,old_1,old_general,2
48,80.103,1.037,old_1,old_general,2
49,81.14,1.013,old_1,old_general,2
50,82.153,1.05,old_1,old_general,2
51,83.203,1.037,old_1,old_general,2
52,84.24,1.083,old_1,old_general,2
53,85.323,1.067,old_1,old_general,2
54,86.39,1.047,old_1,old_general,2
55,87.437,1.04,old_1,old_general,2
56,88.477,1.033,old_1,old_general,2
57,89.51,1.037,old_1,old_general,2
58,90.547,1.037,old_1,old_general,2
59,91.583,1.057,old_1,old_general,2
60,92.64,1.033,old_1,old_general,3
61,93.673,1.043,old_1,old_general,3
62,94.717,1.007,old_1,old_general,3
63,95.723,1.04,old_1,old_general,3
64,96.763,1.037,old_1,old_general,3
65,97.8,1.06,old_1,old_general,3
66,98.86,1.043,old_1,old_general,3
67,99.903,1.033,old_1,old_general,3
68,100.937,1.027,old_1,old_general,3
69,101.963,1.033,old_1,old_general,3
70,102.997,1.053,old_1,old_general,3
71,104.05,1.04,old_1,old_general,3
72,105.09,1.043,old_1,old_general,3
73,106.133,1.07,old_1,old_general,3
74,107.203,0.983,old_1,old_general,3
75,108.187,0.923,old_1,old_general,3
76,109.11,0.94,old_1,old_general,3
77,110.05,1.03,old_1,old_general,3
78,111.08,1.023,old_1,old_general,3
79,112.103,1.053,old_1,old_general,3
80,113.157,1.04,old_1,old_general,3
81,114.197,1.053,old_1,old_general,3
82,115.25,1.063,old_1,old_general,3
83,116.313,1.043,old_1,old_general,3
84,117.357,1.047,old_1,old_general,3
85,118.403,1.057,old_1,old_general,3
86,119.46,1.06,old_1,old_general,3
87,120.52,1.047,old_1,old_general,3
88,121.567,1.043,old_1,old_general,3
89,122.61,1.037,old_1,old_general,3
90,123.647,1.037,old_1,old_general,4
91,124.683,1.037,old_1,old_general,4
92,125.72,1.04,old_1,old_general,4
93,126.76,1.02,old_1,old_general,4
94,127.78,1.037,old_1,old_general,4
95,128.817,1.05,old_1,old_general,4
96,129.867,1.04,old_1,old_general,4
97,130.907,1.027,old_1,old_general,4
98,131.933,1.04,old_1,old_general,4
99,132.973,1.03,old_1,old_general,4
100,134.003,1.04,old_1,old_general,4
101,135.043,1.05,old_1,old_general,4
102,136.093,1.033,old_1,old_general,4
103,137.127,1.023,old_1,old_general,4
104,138.15,1.04,old_1,old_general,4
105,139.19,1.033,old_1,old_general,4
106,140.223,1.04,old_1,old_general,4
107,141.263,1.023,old_1,old_general,4
108,142.287,1.01,old_1,old_general,4
109,143.297,1.043,old_1,old_general,4
110,144.34,1.047,old_1,old_general,4
111,145.387,1.033,old_1,old_general,4
112,146.42,1.023,old_1,old_general,4
113,147.443,1.05,old_1,old_general,4
114,148.493,1.043,old_1,old_general,4
115,149.537,1.007,old_1,old_general,4
116,150.543,1.033,old_1,old_general,4
117,151.577,1.023,old_1,old_general,4
118,152.6,1.047,old_1,old_general,4
119,153.647,1.03,old_1,old_general,4
120,154.677,1.043,old_1,old_general,5
