,time,gait,participant_id,label,group
0,30.69,1.02,young_2,young_general,1
1,31.71,1.013,young_2,young_general,1
2,32.723,1.007,young_2,young_general,1
3,33.73,1.01,young_2,young_general,1
4,34.74,1.043,young_2,young_general,1
5,35.783,1.037,young_2,young_general,1
6,36.82,1.043,young_2,young_general,1
7,37.863,1.02,young_2,young_general,1
8,38.883,1.02,young_2,young_general,1
9,39.903,1.027,young_2,young_general,1
10,40.93,1.03,young_2,young_general,1
11,41.96,1.043,young_2,young_general,1
12,43.003,1.047,young_2,young_general,1
13,44.05,1.013,young_2,young_general,1
14,45.063,1.007,young_2,young_general,1
15,46.07,1.02,young_2,young_general,1
16,47.09,1.03,young_2,young_general,1
17,48.12,1.03,young_2,young_general,1
18,49.15,1.02,young_2,young_general,1
19,50.17,1.03,young_2,young_general,1
20,51.2,1.01,young_2,young_general,2
21,52.21,1.02,young_2,young_general,2
22,53.23,1.03,young_2,young_general,2
23,54.26,0.997,young_2,young_general,2
24,55.257,1.03,young_2,young_general,2
25,56.287,1.02,young_2,young_general,2
26,57.307,1.017,young_2,young_general,2
27,58.323,1.007,young_2,young_general,2
28,59.33,1.003,young_2,young_general,2
29,60.333,1.003,young_2,young_general,2
30,61.337,1.003,young_2,young_general,2
31,62.34,0.99,young_2,young_general,2
32,63.33,1.03,young_2,young_general,2
33,64.36,1.043,young_2,young_general,2
34,65.403,1.043,young_2,young_general,2
35,66.447,1.057,young_2,young_general,2
36,67.503,1.04,young_2,young_general,2
37,68.543,1.04,young_2,young_general,2
38,69.583,1.027,young_2,young_general,2
39,70.61,1.08,young_2,young_general,2
40,71.69,1.063,young_2,young_general,3
41,72.753,1.02,young_2,young_general,3
42,73.773,1.017,young_2,young_general,3
43,74.79,1.027,young_2,young_general,3
44,75.817,1.013,young_2,young_general,3
45,76.83,1.017,young_2,young_general,3
46,77.847,1.013,young_2,young_general,3
47,78.86,0.993,young_2,young_general,3
48,79.853,1.047,young_2,young_general,3
49,80.9,1.02,young_2,young_general,3
50,81.92,1.037,young_2,young_general,3
51,82.957,1.057,young_2,young_general,3
52,84.013,1.033,young_2,young_general,3
53,85.047,1.043,young_2,young_general,3
54,86.09,1.03,young_2,young_general,3
55,87.12,1.01,young_2,young_general,3
56,88.13,1.03,young_2,young_general,3
57,89.16,1.003,young_2,young_general,3
